name;created_at;updated_at;stars;language;releases;merged_pr;total_issues;closed_issues;idade_dias;idade_anos;dias_desde_update;taxa_issues_fechadas
huginn;2013-03-10 06:00:31+00:00;2026-03-14 14:44:22+00:00;48867;Ruby;1;1065;2181;1576;4752;13.02;0.09;0.7226043099495644
ai-hedge-fund;2024-11-29 16:30:01+00:00;2026-03-14 16:43:41+00:00;48860;Python;0;44;236;205;470;1.29;0.01;0.8686440677966102
query;2019-09-10 19:23:58+00:00;2026-03-14 16:35:54+00:00;48808;TypeScript;1000;3209;2275;2203;2376;6.51;0.01;0.9683516483516483
dayjs;2018-04-10 09:26:44+00:00;2026-03-14 12:41:44+00:00;48592;JavaScript;126;720;1827;870;2895;7.93;0.18;0.47619047619047616
julia;2011-04-21 07:01:50+00:00;2026-03-14 11:57:54+00:00;48538;Julia;196;26921;25857;22013;5441;14.91;0.21;0.851336195227598
RxJava;2013-01-08 20:11:48+00:00;2026-03-14 13:37:23+00:00;48487;Java;243;3378;3183;3167;4812;13.18;0.14;0.9949732956330506
algorithm-visualizer;2016-05-15 00:27:45+00:00;2026-03-14 14:12:55+00:00;48383;JavaScript;0;183;124;77;3590;9.84;0.11;0.6209677419354839
nanochat;2025-10-13 13:46:35+00:00;2026-03-14 16:40:32+00:00;48304;Python;0;73;122;106;152;0.42;0.01;0.8688524590163934
pandas;2010-08-24 01:37:33+00:00;2026-03-14 15:59:30+00:00;48132;Python;118;28083;28171;24746;5681;15.56;0.04;0.8784210713144723
moment;2011-03-01 02:46:06+00:00;2026-03-14 07:46:20+00:00;48043;JavaScript;0;714;4166;3915;5492;15.05;0.38;0.9397503600576093
expo;2016-08-15 17:14:25+00:00;2026-03-14 15:29:36+00:00;47939;TypeScript;0;20751;18209;17875;3497;9.58;0.06;0.98165742215388
terraform;2014-03-13 22:25:48+00:00;2026-03-14 15:35:20+00:00;47918;Go;404;13226;21620;19869;4383;12.01;0.06;0.9190101757631822
x64dbg;2015-04-11 20:48:23+00:00;2026-03-14 16:32:54+00:00;47888;C++;4;774;2687;2111;3989;10.93;0.02;0.7856345366579829
Fooocus;2023-08-09 18:43:40+00:00;2026-03-14 06:38:33+00:00;47859;Python;21;448;1644;1420;947;2.59;0.43;0.8637469586374696
type-challenges;2020-07-23 14:33:11+00:00;2026-03-14 03:26:46+00:00;47820;TypeScript;0;600;37050;4000;2060;5.64;0.56;0.10796221322537113
open-source-mac-os-apps;2017-11-03 02:35:33+00:00;2026-03-14 16:35:35+00:00;47819;;0;614;219;210;3053;8.36;0.01;0.958904109589041
kubernetes-the-hard-way;2016-07-07 14:15:27+00:00;2026-03-14 16:35:41+00:00;47718;;0;73;438;416;3537;9.69;0.01;0.9497716894977168
llama_index;2022-11-02 04:24:54+00:00;2026-03-14 16:07:21+00:00;47666;Python;426;7684;6957;6760;1228;3.36;0.03;0.9716831967802214
freqtrade;2017-05-17 23:48:53+00:00;2026-03-14 16:13:51+00:00;47638;Python;110;6342;5569;5541;3222;8.83;0.03;0.9949721673550009
design-patterns-for-humans;2017-02-16 21:24:39+00:00;2026-03-13 17:00:29+00:00;47623;;0;50;52;47;3312;9.07;1.0;0.9038461538461539
jadx;2013-03-18 17:08:21+00:00;2026-03-14 16:17:21+00:00;47622;Java;34;623;2054;1640;4743;12.99;0.03;0.7984420642648491
htmx;2020-04-13 16:17:51+00:00;2026-03-14 13:59:15+00:00;47619;JavaScript;27;1059;1674;1073;2161;5.92;0.12;0.6409796893667862
big-list-of-naughty-strings;2015-08-08 20:57:20+00:00;2026-03-14 05:44:18+00:00;47607;Python;0;89;101;32;3870;10.6;0.47;0.31683168316831684
gogs;2014-02-12 01:57:08+00:00;2026-03-14 11:51:56+00:00;47581;Go;96;1869;5179;4255;4413;12.09;0.21;0.8215871789920834
whisper.cpp;2022-09-25 18:26:37+00:00;2026-03-14 16:31:16+00:00;47534;C++;31;932;1878;873;1265;3.47;0.02;0.46485623003194887
Projects;2013-07-04 13:37:27+00:00;2026-03-14 11:21:28+00:00;47473;;0;19;93;37;4636;12.7;0.23;0.3978494623655914
awesome-java;2014-07-09 10:12:43+00:00;2026-03-14 13:55:17+00:00;47306;;0;733;139;136;4266;11.69;0.12;0.9784172661870504
chinese-independent-developer;2017-09-21 11:08:23+00:00;2026-03-14 16:16:41+00:00;47087;;0;419;245;244;3096;8.48;0.03;0.9959183673469387
PythonDataScienceHandbook;2016-08-10 14:24:36+00:00;2026-03-14 16:14:44+00:00;47046;Jupyter Notebook;0;28;208;79;3503;9.6;0.03;0.3798076923076923
awesome-react-components;2016-06-24 15:19:33+00:00;2026-03-14 14:43:20+00:00;47033;;0;343;56;45;3550;9.73;0.09;0.8035714285714286
brew;2016-03-06 05:08:38+00:00;2026-03-14 16:29:56+00:00;47016;Ruby;474;13839;5003;4994;3660;10.03;0.02;0.9982010793523886
react;2018-06-02 04:08:16+00:00;2026-03-14 15:04:03+00:00;47007;JavaScript;0;375;224;224;2842;7.79;0.08;1.0
v2ray-core;2015-09-04 11:42:53+00:00;2026-03-14 15:59:15+00:00;46952;Go;247;203;2596;2593;3844;10.53;0.04;0.99884437596302
quill;2012-07-30 23:23:18+00:00;2026-03-14 12:10:18+00:00;46951;TypeScript;95;382;3821;3269;4974;13.63;0.2;0.8555352002093692
serverless;2015-04-21 03:48:40+00:00;2026-03-13 15:02:50+00:00;46951;JavaScript;480;4867;6601;5483;3980;10.9;1.08;0.830631722466293
okhttp;2012-07-23 13:42:55+00:00;2026-03-14 09:54:19+00:00;46926;Kotlin;0;3976;4254;4183;4982;13.65;0.29;0.9833098260460743
Made-With-ML;2018-11-05 03:44:27+00:00;2026-03-14 16:17:48+00:00;46755;Jupyter Notebook;1;147;77;59;2686;7.36;0.03;0.7662337662337663
pixijs;2013-01-21 22:40:50+00:00;2026-03-14 15:55:35+00:00;46739;TypeScript;304;3812;6078;5803;4799;13.15;0.04;0.9547548535702534
ghostty;2022-03-29 17:38:26+00:00;2026-03-14 16:34:38+00:00;46656;Zig;1;3680;2050;1918;1445;3.96;0.01;0.935609756097561
Pake;2022-10-14 09:32:57+00:00;2026-03-14 16:02:01+00:00;46634;Rust;41;112;478;478;1247;3.42;0.04;1.0
plane;2022-11-19 12:55:01+00:00;2026-03-14 16:08:51+00:00;46574;TypeScript;54;6280;1576;968;1211;3.32;0.03;0.6142131979695431
OpenCut;2025-06-22 08:02:17+00:00;2026-03-14 16:41:25+00:00;46563;TypeScript;2;187;269;85;265;0.73;0.01;0.3159851301115242
discourse;2013-01-12 00:25:55+00:00;2026-03-14 16:00:36+00:00;46551;Ruby;0;33677;0;0;4809;13.18;0.04;0.0
metabase;2015-02-02 19:25:47+00:00;2026-03-14 15:46:54+00:00;46404;Clojure;735;39779;24468;20792;4057;11.12;0.05;0.8497629556972373
awesome-design-patterns;2018-06-04 17:47:48+00:00;2026-03-14 15:21:00+00:00;46402;;0;30;16;5;2839;7.78;0.07;0.3125
ClickHouse;2016-06-02 08:28:18+00:00;2026-03-14 16:38:09+00:00;46328;C++;746;59405;27522;22938;3572;9.79;0.01;0.8334423370394594
ruff;2022-08-09 17:17:44+00:00;2026-03-14 16:36:04+00:00;46280;Rust;403;13727;7836;6186;1312;3.59;0.01;0.7894333843797856
text-generation-webui;2022-12-21 04:17:37+00:00;2026-03-14 16:36:46+00:00;46242;Python;93;1237;4105;3281;1179;3.23;0.01;0.7992691839220463
frontend-dev-bookmarks;2013-06-22 13:23:55+00:00;2026-03-14 13:01:35+00:00;46188;;1;129;109;82;4648;12.73;0.16;0.7522935779816514
30-Days-Of-JavaScript;2019-12-23 14:07:40+00:00;2026-03-14 16:09:04+00:00;46172;JavaScript;0;100;178;60;2273;6.23;0.03;0.33707865168539325
learn-regex;2017-07-22 12:21:03+00:00;2026-03-14 07:45:17+00:00;46155;;0;132;87;36;3157;8.65;0.38;0.41379310344827586
AI-For-Beginners;2021-03-03 16:27:36+00:00;2026-03-14 16:02:44+00:00;46057;Jupyter Notebook;0;289;149;148;1837;5.03;0.04;0.9932885906040269
crewAI;2023-10-27 03:26:59+00:00;2026-03-14 16:17:34+00:00;46048;Python;144;1415;1788;1710;869;2.38;0.03;0.9563758389261745
acme.sh;2015-12-26 12:56:33+00:00;2026-03-14 15:24:58+00:00;45966;Shell;46;1514;3534;2402;3731;10.22;0.06;0.6796830786644029
MediaCrawler;2023-06-09 12:14:34+00:00;2026-03-14 16:32:43+00:00;45818;Python;0;132;572;438;1009;2.76;0.02;0.7657342657342657
tldraw;2021-05-09 11:48:37+00:00;2026-03-14 15:47:34+00:00;45816;TypeScript;102;4470;2169;1893;1770;4.85;0.05;0.8727524204702628
monaco-editor;2016-06-07 16:56:31+00:00;2026-03-14 13:19:36+00:00;45738;JavaScript;187;558;3970;3230;3566;9.77;0.15;0.8136020151133502
architecture-samples;2016-02-05 13:42:07+00:00;2026-03-14 15:44:28+00:00;45608;Kotlin;0;232;492;349;3690;10.11;0.05;0.709349593495935
GitHubDaily;2018-12-30 13:56:58+00:00;2026-03-14 15:43:39+00:00;45608;;0;3;717;181;2631;7.21;0.05;0.2524407252440725
prisma;2019-06-20 13:33:47+00:00;2026-03-14 09:12:09+00:00;45522;TypeScript;243;6757;11836;9439;2459;6.74;0.32;0.7974822575194322
